date,1. open,2. high,3. low,4. close,5. volume
2020-03-06,88.73,89.76,87.26,88.82,12660300.0
2020-03-05,90.06,91.71,89.43,90.61,9687400.0
2020-03-04,89.27,91.86,88.95,91.75,16588200.0
2020-03-03,89.44,90.9,85.66,87.57,12656000.0
2020-03-02,86.0,88.78,83.55,88.69,12170500.0
2020-02-28,82.79,85.71,81.58,85.71,18449700.0
2020-02-27,86.19,89.45,84.2,85.42,14178000.0
2020-02-26,88.62,91.18,88.19,88.41,9786900.0
2020-02-25,93.32,93.46,88.11,89.18,11358900.0
2020-02-24,92.17,93.87,92.15,93.14,10702700.0
2020-02-21,93.96,95.52,93.38,94.96,6675900.0
2020-02-20,93.93,94.39,92.59,94.23,5441700.0
2020-02-19,93.77,94.79,93.02,94.14,6348300.0
2020-02-18,93.67,94.5,93.26,93.61,9406300.0
2020-02-14,95.23,95.3,93.77,94.05,11174400.0
2020-02-13,96.85,97.36,95.23,95.35,10609700.0
2020-02-12,95.98,97.86,95.71,97.79,10586300.0
2020-02-11,95.26,97.08,95.01,96.0,10680700.0
2020-02-10,92.36,95.5,92.11,94.75,13995500.0
2020-02-07,89.74,92.98,88.88,92.29,19084500.0
2020-02-06,87.89,87.96,86.22,87.18,7753400.0
2020-02-05,85.06,87.14,84.88,86.63,10018700.0
2020-02-04,83.59,84.71,83.59,84.36,8248600.0
2020-02-03,81.31,82.6,80.92,82.3,10143600.0
2020-01-31,81.54,81.72,80.41,81.02,13862700.0
2020-01-30,82.58,82.79,81.18,81.78,10840400.0
2020-01-29,83.8,84.0,83.13,83.2,5703200.0
2020-01-28,84.99,84.99,83.64,83.77,8609800.0
2020-01-27,85.05,85.93,84.0,84.02,13816800.0
